buyer_name_normalized,n_notices,n_sirets,n_sirens,n_departments,n_buyer_keys,n_active_years,first_year,last_year,activity_level,example_sirets,example_sirens,example_departments,example_buyer_keys,is_generic_name,same_siren_different_sirets,different_sirens,department_consistent_mapping,department_conflicting_mapping,ambiguity_class
centrale solaire de bors de montmoreau,1,0,0,1,1,1,2022,2022,1 (single),,,34,NAME:centrale solaire de bors de montmoreau,False,False,False,True,False,single_observed_identity
centrale solaire de menee lambourg sas portee a par la carene et enr44,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:centrale solaire de menee lambourg sas portee a par la carene et enr44,False,False,False,True,False,single_observed_identity
centre culturel de rencontre d ambronay,1,0,0,1,1,1,2024,2024,1 (single),,,1,NAME:centre culturel de rencontre d ambronay,False,False,False,True,False,single_observed_identity
centre d action communale et sociale,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:centre d action communale et sociale,False,False,False,True,False,single_observed_identity
centre d incendie et de secours,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:centre d incendie et de secours,False,False,False,True,False,single_observed_identity
centre de formation,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:centre de formation,False,False,False,True,False,single_observed_identity
centre de gestion de la fpt de vendee,1,0,0,1,1,1,2015,2015,1 (single),,,85,NAME:centre de gestion de la fpt de vendee,False,False,False,True,False,single_observed_identity
centre de gestion et de formation de polynesie francaise cgf,1,0,0,1,1,1,2025,2025,1 (single),,,31,NAME:centre de gestion et de formation de polynesie francaise cgf,False,False,False,True,False,single_observed_identity
centre de sante mentale angevin - cesame,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:centre de sante mentale angevin - cesame,False,False,False,True,False,single_observed_identity
centre de sante mentale angevin membre du ght49,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:centre de sante mentale angevin membre du ght49,False,False,False,True,False,single_observed_identity
centre des finances publiques,1,0,0,1,1,1,2024,2024,1 (single),,,56,NAME:centre des finances publiques,False,False,False,True,False,single_observed_identity
centre hospitalier alphonse guerin,1,0,0,1,1,1,2017,2017,1 (single),,,56,NAME:centre hospitalier alphonse guerin,True,False,False,True,False,single_observed_identity
centre hospitalier de cholet etablissement partie au ght 49,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:centre hospitalier de cholet etablissement partie au ght 49,True,False,False,True,False,single_observed_identity
centre hospitalier de la corniche angevine,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:centre hospitalier de la corniche angevine,True,False,False,True,False,single_observed_identity
centre hospitalier de pontorson,1,0,0,1,1,1,2015,2015,1 (single),,,50,NAME:centre hospitalier de pontorson,True,False,False,True,False,single_observed_identity
centre hospitalier de redon,1,0,0,1,1,1,2017,2017,1 (single),,,35,NAME:centre hospitalier de redon,True,False,False,True,False,single_observed_identity
centre hospitalier de saumur - etablissement partie au ght 49,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:centre hospitalier de saumur - etablissement partie au ght 49,True,False,False,True,False,single_observed_identity
centre hospitalier departemental de vendee - site de la roche sur yon,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:centre hospitalier departemental de vendee - site de la roche sur yon,True,False,False,True,False,single_observed_identity
centre hospitalier du mans - eta support du ght 72,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:centre hospitalier du mans - eta support du ght 72,True,False,False,True,False,single_observed_identity
centre hospitalier du mans pour le compte du groupement hospitalier de territoire de la sarthe ght 72,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:centre hospitalier du mans pour le compte du groupement hospitalier de territoire de la sarthe ght 72,True,False,False,True,False,single_observed_identity
centre hospitalier guillaume regnier,1,0,0,1,1,1,2020,2020,1 (single),,,35,NAME:centre hospitalier guillaume regnier,True,False,False,True,False,single_observed_identity
centre hospitalier loire vendee ocean 85300 challans,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:centre hospitalier loire vendee ocean 85300 challans,True,False,False,True,False,single_observed_identity
centre hospitalier perigueux,1,0,0,1,1,1,2026,2026,1 (single),,,24,NAME:centre hospitalier perigueux,True,False,False,True,False,single_observed_identity
centre hospitalier sainte-anne,1,0,0,1,1,1,2016,2016,1 (single),,,75,NAME:centre hospitalier sainte-anne,True,False,False,True,False,single_observed_identity
centre hospitalier universitaire de poitiers,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:centre hospitalier universitaire de poitiers,True,False,False,True,False,single_observed_identity
centre national de la recherche scientifique,1,0,0,1,1,1,2025,2025,1 (single),,,16,NAME:centre national de la recherche scientifique,False,False,False,True,False,single_observed_identity
cerema - dtermed,1,0,0,1,1,1,2018,2018,1 (single),,,13,NAME:cerema - dtermed,False,False,False,True,False,single_observed_identity
cesame centre de sante mentale angevin,1,0,0,1,1,1,2026,2026,1 (single),,,49,NAME:cesame centre de sante mentale angevin,False,False,False,True,False,single_observed_identity
ch intercommunal creteil,1,0,0,1,1,1,2018,2018,1 (single),,,94,NAME:ch intercommunal creteil,False,False,False,True,False,single_observed_identity
chambre commerce et industrie morbihan,1,0,0,1,1,1,2018,2018,1 (single),,,56,NAME:chambre commerce et industrie morbihan,False,False,False,True,False,single_observed_identity
chambre d agriculture de la vendee,1,0,0,1,1,1,2016,2016,1 (single),,,85,NAME:chambre d agriculture de la vendee,False,False,False,True,False,single_observed_identity
chambre d agriculture de maine et loir,1,0,0,1,1,1,2015,2015,1 (single),,,49,NAME:chambre d agriculture de maine et loir,False,False,False,True,False,single_observed_identity
chambre d agriculture vienne,1,0,0,1,1,1,2015,2015,1 (single),,,86,NAME:chambre d agriculture vienne,False,False,False,True,False,single_observed_identity
chambre de commerce et d industrie charente-maritime,1,0,0,1,1,1,2024,2024,1 (single),,,17,NAME:chambre de commerce et d industrie charente-maritime,False,False,False,True,False,single_observed_identity
chambre de commerce et d industrie du 53 mayenne,1,0,0,1,1,1,2025,2025,1 (single),,,53,NAME:chambre de commerce et d industrie du 53 mayenne,False,False,False,True,False,single_observed_identity
chambre de commerce et d industrie nantes st-nazaire,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:chambre de commerce et d industrie nantes st-nazaire,False,False,False,True,False,single_observed_identity
chambre des metiers d alsace,1,0,0,1,1,1,2021,2021,1 (single),,,75,NAME:chambre des metiers d alsace,False,False,False,True,False,single_observed_identity
charente-maritime tourisme,1,0,0,1,1,1,2017,2017,1 (single),,,17,NAME:charente-maritime tourisme,False,False,False,True,False,single_observed_identity
charentes tourisme,1,0,0,1,1,1,2022,2022,1 (single),,,16,NAME:charentes tourisme,False,False,False,True,False,single_observed_identity
chartres developpements immo 28,1,0,0,1,1,1,2021,2021,1 (single),,,28,NAME:chartres developpements immo 28,False,False,False,True,False,single_observed_identity
chd vendee - etablissement support du ght vendee - coordonnateur du groupement d autorites concedantes,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:chd vendee - etablissement support du ght vendee - coordonnateur du groupement d autorites concedantes,False,False,False,True,False,single_observed_identity
chd vendee - etablissement support du ght vendee et pour le compte des etablissements composant sa direction commune,1,0,0,1,1,1,2025,2025,1 (single),,,85,NAME:chd vendee - etablissement support du ght vendee et pour le compte des etablissements composant sa direction commune,True,False,False,True,False,single_observed_identity
chd vendee coordonnateur du groupement de commandes,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:chd vendee coordonnateur du groupement de commandes,False,False,False,True,False,single_observed_identity
chd vendee les oudairies 85925 la roche sur yon cedex 9,1,0,0,1,1,1,2025,2025,1 (single),,,85,NAME:chd vendee les oudairies 85925 la roche sur yon cedex 9,False,False,False,True,False,single_observed_identity
chd vendee pour le compte du chlvo,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:chd vendee pour le compte du chlvo,False,False,False,True,False,single_observed_identity
chi lys hyrome - etablissement partie au ght49,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:chi lys hyrome - etablissement partie au ght49,False,False,False,True,False,single_observed_identity
chu angers ght 49,1,0,0,1,1,1,2026,2026,1 (single),,,49,NAME:chu angers ght 49,False,False,False,True,False,single_observed_identity
chu brest,1,0,0,1,1,1,2015,2015,1 (single),,,29,NAME:chu brest,False,False,False,True,False,single_observed_identity
chu d angers etablissement support du ght49,1,0,0,1,1,1,2026,2026,1 (single),,,49,NAME:chu d angers etablissement support du ght49,False,False,False,True,False,single_observed_identity
chu d angers etablissement support du groupement hospitalier de territoire de maine-et-loire,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:chu d angers etablissement support du groupement hospitalier de territoire de maine-et-loire,False,False,False,True,False,single_observed_identity
chu de nantes - etablissement public de sante,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:chu de nantes - etablissement public de sante,False,False,False,True,False,single_observed_identity
chu de nantes 5 allee de l ile gloriette 44093 nantes cedex 01,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:chu de nantes 5 allee de l ile gloriette 44093 nantes cedex 01,False,False,False,True,False,single_observed_identity
chu de nantes etablissement public de sante,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:chu de nantes etablissement public de sante,False,False,False,True,False,single_observed_identity
cias canton d allonnes 49,1,0,0,1,1,1,2026,2026,1 (single),,,49,NAME:cias canton d allonnes 49,False,False,False,True,False,single_observed_identity
cias de sable sur sarthe,1,0,0,1,1,1,2019,2019,1 (single),,,72,NAME:cias de sable sur sarthe,False,False,False,True,False,single_observed_identity
cias du pays de sainte hermine,1,0,0,1,1,1,2016,2016,1 (single),,,85,NAME:cias du pays de sainte hermine,False,False,False,True,False,single_observed_identity
cias du thouarsais,1,0,0,1,1,1,2024,2024,1 (single),,,79,NAME:cias du thouarsais,False,False,False,True,False,single_observed_identity
cias du val d ille-aubigne,1,0,0,1,1,1,2024,2024,1 (single),,,35,NAME:cias du val d ille-aubigne,False,False,False,True,False,single_observed_identity
cias la roche-sur-yon agglomeration,1,0,0,1,1,1,2023,2023,1 (single),,,85,NAME:cias la roche-sur-yon agglomeration,False,False,False,True,False,single_observed_identity
cias vendee autise,1,0,0,1,1,1,2018,2018,1 (single),,,85,NAME:cias vendee autise,False,False,False,True,False,single_observed_identity
cifp,1,0,0,1,1,1,2016,2016,1 (single),,,76,NAME:cifp,False,False,False,True,False,single_observed_identity
circonscription territorriale d uvea,1,0,0,1,1,1,2016,2016,1 (single),,,986,NAME:circonscription territorriale d uvea,False,False,False,True,False,single_observed_identity
clisson sevre maine agglo,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:clisson sevre maine agglo,False,False,False,True,False,single_observed_identity
cma de region nouvelle-aquitaine,1,0,0,1,1,1,2021,2021,1 (single),,,17,NAME:cma de region nouvelle-aquitaine,False,False,False,True,False,single_observed_identity
cma des pays de la loire,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:cma des pays de la loire,False,False,False,True,False,single_observed_identity
cmai-calvados-orne,1,0,0,1,1,1,2017,2017,1 (single),,,14,NAME:cmai-calvados-orne,False,False,False,True,False,single_observed_identity
cmar bn,1,0,0,1,1,1,2015,2015,1 (single),,,14,NAME:cmar bn,False,False,False,True,False,single_observed_identity
cmvrh,1,0,0,1,1,1,2026,2026,1 (single),,,76,NAME:cmvrh,False,False,False,True,False,single_observed_identity
cnrs delegation aquitaine,1,0,0,1,1,1,2023,2023,1 (single),,,33,NAME:cnrs delegation aquitaine,False,False,False,True,False,single_observed_identity
cofiroute,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:cofiroute,False,False,False,True,False,single_observed_identity
collectivite territoriale - communaute d agglomeration petite enfance creche,1,0,0,1,1,1,2025,2025,1 (single),,,29,NAME:collectivite territoriale - communaute d agglomeration petite enfance creche,True,False,False,True,False,single_observed_identity
collectivite territoriale - pouvoir adjudicateur,1,0,0,1,1,1,2024,2024,1 (single),,,35,NAME:collectivite territoriale - pouvoir adjudicateur,False,False,False,True,False,single_observed_identity
collectivite territoriale administration generale,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:collectivite territoriale administration generale,False,False,False,True,False,single_observed_identity
college marie marvingt 44340 bouguenais,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:college marie marvingt 44340 bouguenais,False,False,False,True,False,single_observed_identity
college paul chevallier,1,0,0,1,1,1,2017,2017,1 (single),,,72,NAME:college paul chevallier,False,False,False,True,False,single_observed_identity
com cnes du pays d issoudun,1,0,0,1,1,1,2017,2017,1 (single),,,36,NAME:com cnes du pays d issoudun,False,False,False,True,False,single_observed_identity
com com coeur d estuaire,1,0,0,1,1,1,2015,2015,1 (single),,,44,NAME:com com coeur d estuaire,False,False,False,True,False,single_observed_identity
com d agglo sud sainte baume,1,0,0,1,1,1,2023,2023,1 (single),,,83,NAME:com d agglo sud sainte baume,False,False,False,True,False,single_observed_identity
com de communes de questembert,1,0,0,1,1,1,2023,2023,1 (single),,,56,NAME:com de communes de questembert,True,False,False,True,False,single_observed_identity
comite du tourisme des iles guadeloupe,1,0,0,1,1,1,2020,2020,1 (single),,,971,NAME:comite du tourisme des iles guadeloupe,False,False,False,True,False,single_observed_identity
comite regional de la conchyliculture des pays de la loire,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:comite regional de la conchyliculture des pays de la loire,False,False,False,True,False,single_observed_identity
communaute communes canton de noyant,1,0,0,1,1,1,2015,2015,1 (single),,,49,NAME:communaute communes canton de noyant,True,False,False,True,False,single_observed_identity
communaute communes de parthenay-gatine,1,0,0,1,1,1,2024,2024,1 (single),,,79,NAME:communaute communes de parthenay-gatine,True,False,False,True,False,single_observed_identity
communaute communes pays gd fougeray,1,0,0,1,1,1,2016,2016,1 (single),,,35,NAME:communaute communes pays gd fougeray,True,False,False,True,False,single_observed_identity
communaute d agglomeration,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:communaute d agglomeration,True,False,False,True,False,single_observed_identity
communaute d agglomeration clisson sevre et maine agglo,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:communaute d agglomeration clisson sevre et maine agglo,True,False,False,True,False,single_observed_identity
communaute d agglomeration de saint-nazaire carene,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:communaute d agglomeration de saint-nazaire carene,True,False,False,True,False,single_observed_identity
communaute de communes de guingamp,1,0,0,1,1,1,2015,2015,1 (single),,,22,NAME:communaute de communes de guingamp,True,False,False,True,False,single_observed_identity
communaute de communes de la beauce,1,0,0,1,1,1,2018,2018,1 (single),,,28,NAME:communaute de communes de la beauce,True,False,False,True,False,single_observed_identity
communaute de communes de parthenay-gatine,1,0,0,1,1,1,2024,2024,1 (single),,,79,NAME:communaute de communes de parthenay-gatine,True,False,False,True,False,single_observed_identity
communaute de communes du pays de blai,1,0,0,1,1,1,2019,2019,1 (single),,,44,NAME:communaute de communes du pays de blai,True,False,False,True,False,single_observed_identity
