notice_id,buyer_key,cpv_clean,text_duplicate_group_id,group_size,n_unique_buyers_in_group,n_unique_cpv_in_group,objet_snippet
25-12704,SIRET:20006786600018,18100000,51873,2,1,1,achat des équipements de protection individuelle et des vêtements de travail et 
25-12699,SIRET:20007191800011,71000000,51875,2,1,1,marché de maîtrise d'oeuvre pour la construction d'une maison de santé sur la co
25-13089,SIRET:20007116500167,18930000,51876,2,1,1,fourniture et livraison de sacs de type kraft pour la collecte des biodéchets
25-13650,SIRET:17440005100010,66510000,48435,2,1,1,"services d'assurances pour vendee habitat, années 2025-2029"
25-14486,NAME:ville de bouguenais,45000000,51881,2,1,1,travaux de rehabilitation et extension du complexe sportif cosec a bouguenais
25-14732,NAME:saint-nazaire agglomeration - la carene,71322000,51884,3,1,1,moe pour les travaux sur des ouvrages d'art situés sur la voie verte montoir-de-
25-15111,SIRET:21440047500015,60112000,51885,2,1,1,transport scolaire et périscolaire pour la ville de couëron
25-15079,SIRET:12001201800111,85141000,51886,2,1,1,réalisation de contre visites médicales
25-15431,NAME:nantes metropole,,51804,2,1,1,aménagement d'un axe magistral cyclable - nantes - sautron
25-15466,SIRET:13003148700015,79714000,50705,2,1,1,prestations de surveillances (organisation de rondes) et télé-sécurité pour les 
25-15770,NAME:grand port maritime,38292000,50572,3,2,1,fourniture et installation d'un sondeur multifaisceaux et prestations associées 
25-16211,SIRET:24850058900317,34942000,8554,3,2,1,fourniture de signalisation verticale et équipements de sécurité
25-16236,NAME:spl laval mayenne amenagements,45112420,51889,2,1,1,marché public de travaux pour la réalisation de fouilles archéologiques sur le s
25-16276,SIRET:21490328800014,66510000,51890,2,1,1,services d'assurances pour la ville de saumur et son ccas
25-16670,SIRET:25440109400068,45232150,51893,2,1,1,doublement du feeder d'eau potable dn 800 mm entre l'impasse du rault a basse-go
25-22800,SIRET:17440005100010,42717000,51701,2,1,1,création d'une nouvelle zone de traitement du linge sale pour la blanchisserie d
25-23362,NAME:commune de coudrecieux,45210000,51899,2,1,1,rénovation de la salle des fêtes; extension de l'école
25-11602,NAME:departement de la vendee,43261000,50371,2,1,1,"fourniture et livraison d'une pelle sur pneus, de 14 à 19 tonnes"
25-11896,SIRET:20006734600169,71241000,51901,2,1,1,accord-cadre à bons de commande pour les études de faisabilité et les missions d
25-12170,NAME:le mans metropole,79998000,51902,2,1,1,accompagnement individuel et collectif des agents - année 2025 - renouvelable un
25-21094,SIRET:17440005100010,42961100,51903,2,2,1,"fourniture, installation et maintenance des systèmes de sûreté (contrôle d'accès"
25-21302,NAME:meldomys,71200000,50522,2,2,1,"montreuil juigne - 50b et 52 rue esperanto et 1, 3 et 5 rue des vignes - mission"
25-21509,SIRET:87897451800010,90910000,49573,2,2,1,prestations de nettoyage et degraissage des hottes et plafond filtrant des sites
25-21529,SIRET:13002974700016,33771100,51778,2,1,1,"fourniture et livraison de culottes menstruelles, serviettes lavables et protect"
25-21727,NAME:le mans metropole,45233252,51467,3,1,1,aménagement de la rue du docteur leroy au mans
25-16932,SIRET:24440055200026,34928480,51905,3,1,1,"fourniture, livraison et déchargement de colonnes aériennes pour la collecte du "
25-17051,SIRET:11000201100044,45233128,51906,2,1,1,rn10 - travaux d'aménagement d'un carrefour giratoire sur la commune de la chape
25-17338,SIRET:21440204200110,77310000,51908,2,1,1,entretien des espaces verts et élagage
25-17512,NAME:ville du mans,42924730,51909,2,1,1,acquisition d'appareils domestiques et semi-professionnels de nettoyage - de la 
25-17673,SIRET:05720113900045,31224500,48967,2,1,1,"marché de fourniture, d'installation et d'entretien de bornes de recharges pour "
25-17764,NAME:ville de la baule escoublac,45261400,31365,4,2,2,accord cadre de travaux de revêtement généraux de voirie
25-18162,NAME:conseil departemental loire atlantique,71336000,51910,2,1,1,rd178 - mise à 2x2 voies et aménagement d'une voie réservée (vr2+) - marché d'as
25-18338,SIRET:24440040400129,71313000,51912,2,1,1,élaboration d'un plan d'actions opérationnel pour la mise en oeuvre du décret te
25-18522,SIRET:21490246200016,55521200,50735,2,1,1,fourniture de repas prepares pour des livraisons en liaison froide
25-19204,NAME:office francais de la biodiversite,,51915,2,2,1,analyse des contaminants dans les sédiments de la baie de l'aiguillon
25-19371,SIRET:05720113900045,90911000,48488,2,1,1,prestations de nettoyage des parties communes du patrimoine de podeliha sur le d
25-19772,NAME:etablissement francais du sang centre-pays de la loire,50710000,49011,2,1,1,"maintenance des équipements et installations de chauffage, ventilation, climatis"
25-19840,SIRET:20002377800018,98312000,28987,2,2,2,location et entretien de vêtements de travail et de linge
25-20204,SIRET:21440190300155,44112100,51918,2,1,1,fourniture et pose d'abris velos pour les ecoles maternelles et elementaires - a
25-20220,NAME:ville de bouguenais,,50198,2,1,0,mise a disposition gratuite d'un vehicule publicitaire neuf pour la ville de bou
25-20241,SIRET:17440005100010,15861000,51651,2,1,1,mise à disposition de distributeurs de boissons chaudes et de la maintenance ass
25-20387,NAME:departement de la sarthe,45454000,51920,3,1,1,travaux de restructuration et d'amélioration du confort thermique du collège pet
25-20390,NAME:ville de saint nazaire,45233141,51921,2,1,1,travaux d'aménagement des espaces publics aux abords du groupe scolaire jules si
25-20698,SIRET:24850034000141,77310000,51922,2,1,1,entretien des espaces verts de la communaute de communes du pays de chantonnay
25-21038,NAME:ville de saint nazaire,37410000,50607,2,1,1,"acquisition, livraison et installation d'un espace multisports à proximité de la"
25-21298,NAME:ville du mans,45300000,50128,2,1,1,réfection des plages extérieures et création d'une zone de jeux d'eau extérieure
25-12693,SIRET:13002974700016,30197643,51582,2,1,1,l'accord-cadre a pour objet la fourniture de papiers d'impression et de papiers 
25-12626,NAME:communaute de communes de pleyben-chateaulin-porzay,71240000,51925,2,1,1,mise en conformité et rénovation des 3 déchetteries communautaires
25-12804,NAME:ville de saint sebastien sur loire,,51702,3,1,1,travaux de reconfigurationt du centre equestre
25-13140,SIRET:20003329800015,45210000,49537,2,1,1,construction d'une maison commune à evron
25-13546,SIRET:21490007800012,45210000,51927,3,1,1,"accord cadre de travaux, d'entretien de réparation ou d'amélioration dans les bâ"
25-13656,NAME:communaute de communes vendee grand littoral 85,45232420,41570,2,2,1,construction station d'épuration
25-13896,SIRET:23440003400026,60112000,51065,3,1,1,execution de services de transports scolaires par vehicules legers sur le territ
25-14349,NAME:departement de la sarthe,44211100,51932,2,1,1,fourniture et installation d'un modulaire dédié à la restauration au collège wil
25-14484,NAME:conseil departemental loire atlantique,71351923,48611,2,2,1,campagnes bathymétriques 2024-2028 des ouvrages de franchissement de la loire
25-14523,NAME:departement de la vendee,71221000,46907,2,2,1,réhabilitation et extension du pôle demi-pension et travaux divers au collège le
25-14761,SIRET:34500228100045,92521100,48255,2,2,1,scénographie du parcours permanent du musée jules verne
25-14948,SIRET:13002036500016,50700000,51937,3,1,1,le havre (76) - marché multi-technique de l'hp
25-15249,NAME:communaute de communes baugeois vallee,45210000,51938,2,1,1,travaux de réhabilitation des déchèteries de baugeois-vallée situées à baugé en 
25-15310,NAME:service marche public,,50895,3,3,1,la chapelle-sur-erdre - aménagement de la place savelli et de ses abords.
25-17125,NAME:le mans metropole,79341000,51946,2,1,1,gestion d'achats d'espaces et prestations annexes dans le cadre de la promotion 
25-17367,NAME:syloa,45111291,51776,2,1,1,le présent marché s'inscrit dans la mise en oeuvre du contrat territorial eau go
25-18045,NAME:semitan mandataire de nantes metropole,45233140,50628,2,1,1,remplacement des distributeurs de titres de transports - mt5 - travaux de génie 
25-18173,NAME:meldomys,71351810,51955,2,1,1,accord cadre - prestations de divisions cadastrales de parcelles dans le cadre d
25-18511,SIRET:13000460900017,71631300,51956,2,1,1,la présente consultation a pour objet la réalisation de missions de vérification
25-18976,SIRET:26440013600471,64110000,50558,2,1,1,prestation de collecte et distribution de courriers non affranchis dans l'agglom
25-19067,NAME:frg02,,51631,2,1,1,"travaux sur des equipements de collecte, tranfserts et traitement en assainissem"
25-19241,NAME:sem sonadev,45223300,51958,2,1,1,travaux d'aménagement d'un square équipé d'une aire de jeux et d'un parking situ
25-19555,NAME:cc loir luce berce,92610000,51959,2,1,1,exploitation du centre aquatique plouf a montval-sur-loir
25-19847,NAME:conseil departemental de la mayenne,45214300,51961,2,1,1,"construction d'un bâtiment d'enseignement supérieur à changé lots 1, 2, 3, 5, 6,"
25-19921,NAME:ville de nantes,,51962,2,1,1,travaux de réhabilitation de l'école jean-jaurès
25-20780,NAME:le mans metropole,72212220,50635,2,1,1,"conception graphique, ergonomique, fonctionnelle, développement, intégration et "
25-22299,SIRET:13002036500016,50700000,51937,3,1,1,le havre (76) - marché multi-technique de l'hp
25-22679,SIRET:20005433600017,30200000,50915,2,1,1,"relance du marché renouvellement des infrastructures systèmes, réseaux et sécuri"
25-22824,SIRET:41239723400177,50000000,48321,2,2,1,accord cadre à bons de commande travaux tous corps d'état d'entretien et de remi
25-21264,SIRET:05720113900045,50000000,48165,2,1,1,accord cadre à bons de commande travaux touts corps d'état d'entretien et de rem
25-21510,SIRET:26490003600015,50740000,50103,2,1,1,"prestations de maintenance pour ascenseurs, monte-malades, ascenseurs de charge,"
25-21545,SIRET:26490003600015,71631300,49764,2,1,1,mission de controle technique - operation de restructuration/reconstruction de l
25-11790,NAME:le mans metropole,66510000,50318,4,2,1,marchés de services d'assurance - 2025-2029
25-11903,SIRET:24440040400129,80500000,51798,3,1,1,"sensibilisation, accompagnement et apprentissage à la pratique du vélo en ville"
25-12330,NAME:territoire d energie loire-atlantique,50330000,43169,4,2,2,maintenance des infrastructures de communication electroniques
25-12880,SIRET:52318955300010,71521000,51982,2,1,1,mission de maîtrise d'oeuvre d'exécution des travaux du projet sans foncier fixe
25-13440,SIRET:77568030900611,45420000,51983,2,1,1,travaux de réhabilitation et d'aménagement du site du hinglé
25-13579,NAME:conseil departemental de la mayenne,72267100,51984,2,1,1,"acquisition d'abonnement de logiciels, maintenance et prestations associées pour"
25-13046,SIRET:26440013600471,66515000,48949,2,1,1,marche d'assurance dommages aux biens pour le groupement de commandes des centre
25-13829,NAME:service marche public,,51727,2,2,1,étude d'impact social du pacte métropolitain des solidarités
25-13931,NAME:ville de bouguenais,79952000,50602,2,1,1,prestations de regie generale et regie bar de l'atypik guinguette 2025 et 2026 p
25-14139,NAME:commune de sille-le-philippe,71335000,49191,2,2,1,etude diagnostique du système d'assainissement communal schema directeur d'assai
25-14841,NAME:meldomys,71200000,50531,2,2,1,st barthélémy d'anjou - rue chanteclerc - groupement de commande - mop pour la c
25-15248,NAME:commune de saint jean de monts 85,60181000,51705,2,1,1,location de matériel roulant avec chauffeur pour la réalisation de divers travau
25-15450,NAME:departement de la sarthe,55300000,30568,4,1,2,prestation de restauration de réception pour les besoins du département de la sa
25-15506,SIRET:20006786600018,50413200,50876,2,1,1,contrôle et maintenance des poteaux incendies
25-15541,NAME:ville du mans,45236119,51991,2,1,1,stade avia - rénovation d'un terrain de football en gazon synthétique
25-15558,NAME:departement de la vendee,37535280,51992,3,1,1,achat et maintenance d'une tribune mobile automatisée pour le vendéspace
25-15771,NAME:loire-atlantique developpement - spl,71311000,51487,4,1,1,marché de maîtrise d'oeuvre d'ingénierie de génie civil pour l'aménagement de la
25-15832,NAME:communaute de communes baugeois vallee,45262700,51994,3,1,1,extension du siège de la communauté de communes (aménagement du 3ème étage de la
25-15945,SIRET:26440013600471,71244000,45170,2,1,2,concours restreint de maitrise d'oeuvre relatif au projet de restructuration de 
25-16017,SIRET:17440005100010,65130000,51831,2,1,1,exploitation des services eau potable et assainissement collectif pour la périod
25-16034,SIRET:24440055200026,79800000,51995,2,1,1,"impression, façonnage, encartage, conditionnement et livraison de supports de co"
25-16492,NAME:service public hospitalier,50500000,51997,2,2,1,maintenance et acquisition de matériels de cryogénie
25-16587,SIRET:26490003600015,50720000,51998,2,1,1,"exploitation, conduite, et maintenance des installations de chauffage et ventila"
25-17061,SIRET:17450111400097,90911200,27754,5,2,1,prestations de nettoyage de locaux et prestations annexes
25-17076,NAME:le mans metropole,30200000,48590,2,2,1,acquisition de matériels divers et informatiques pour la setram - durée 4 ans
25-17149,NAME:cap atlantique,45212320,49443,5,2,1,travaux de construction du nouveau conservatoire de musique
25-17882,NAME:semitan mandataire de nantes metropole,45234126,48769,2,2,1,raccordement jamet-romanet de la ligne 1 de tramway - marché mt2 travaux de voie
25-18107,SIRET:17440005100010,45214200,52007,2,1,1,travaux d'extension et de restructuration de la cité scolaire mounier-lurçat à a
25-18178,SIRET:24440040400129,79710000,52008,3,1,1,résorption des bidonvilles de la prairie de mauves au titre de la mise en oeuvre
25-18220,SIRET:20006734600011,71000000,48116,2,2,1,concours de maîtrise d'oeuvre pour la construction d'une gendarmerie à chaumes-e
